College Name,Region,Region Type,Address,District,Website,Email address,Contact Number,TPO name,TPO contact number,Status,Autonomous Status
"Dr. D. Y. Patil Vidya Pratishthan Society’s Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Pune,Urban,"Sant Tukaram Nagar, Pimpri, Pune“",Pune,www.engg.dypvp.edu.in,info.engg@dypvp.edu.in,27421096,Mr. Babasaheb Powar (Office-Superintendent),27421095,Un-Aided,Non-Autonomous
"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Pune,Rural,"Rajaramnagar, A/p. Sakhrale, Tal: Walwa   Dist. Sangli ",Sangli,www.ritindia.edu,director@ritindia.edu,221001,Mrs. Sarika D. Patil ,220329,Un-Aided,Autonomous
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Pune,Rural,"P.O. Box No. 54, Gopalpur - Ranjani Road,   Gopalpur,  Pandharpur Dist. Solapur",Solapur,www.sveri.ac.in,coe@sveri.ac.in,9545553737,Mr. R. G. Zarkar ,7767003431,Un-Aided,Non-Autonomous
"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Pune,Urban,"Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",Kolhapur,www.dktes.com,dktestextile@gmail.com,2437311,Rajendra R Shah,2421300,Un-Aided,Autonomous
"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Pune,Rural,"Post Box No.154,Gut No. 16, Hipparanga, Tuljapur Road, North Solapur ",Solapur,www.orchidengg.ac.in,office@orchidengg.ac.in,2500021,Mr. Shelke S. S.,2500020,Un-Aided,Non-Autonomous
"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Pune,Urban,"Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",Kolhapur,www.dktes.com,dkte@sancharnet.in,2437311,SHRI RAJENDRA R. SHAH,2421300,Un-Aided,Non-Autonomous
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",Pune,Urban,"S. No. 44/1, Opp Sinhagad Road, Vadgaon (Budruk), Pune 411041",Pune,www.sinhgad.edu,directormca_siom@sinhgad.edu,24100000,Mrs. Rupali Warokar,24358360,Un-Aided,Non-Autonomous
"Deccan Education Society's Technical Institute ,Pune",Pune,Urban,"BMCC Road, Opposite to IMDR, Fergussons Campus, Pune",Pune,www.destip.org,principal@destip.org,67656282,Dr. Raviprakash H. Dongre,67656281,Government-Aided,Non-Autonomous
"Sinhgad Technical Education Society, Sinhgad Institute of Management & Computer Application, Narhe (Ambegaon), Pune",Pune,Rural,"At Post Narhe, (Ambegaon), Off,Westerly by pass Pune- 411041",Pune,www.sinhgad.edu,director_mca_simca@sinhgad.edu,66831907,Manish Kasabekar,66831922,Un-Aided,Non-Autonomous
"D.Y. Patil College of Engineering and Technology, Kolhapur",Pune,Urban,"Kasaba Bavada,Taluka Karveer,Kolhapur",Kolhapur,coek.dypgroup.edu.in,info.dypcet@dypgroup.edu.in,2601433,Dr. Litesh Vasanji Malade,2601432,Un-Aided,Non-Autonomous
"Maharashtra Academy of Engineering & Educational Research's Maharashtra Institute of Pharmacy, Pune",Pune,Urban,"S.No.124, MIT Campus, Ex-servicemen Colony,  Paud Road, Kothrud, Pune ",Pune,www.mippune.edu.in,maeersmippune@gmail.com,30273673,Mr. L. T. Borade,30273653,Un-Aided,Non-Autonomous
"Walchand Institute of Technology, Solapur",Pune,Urban,"Solapur Seth Walchand Hirachand Marg, Ashok Chowk, P.B. No.634, Solapur",Solapur,www.witsolapur.org,principal.witsolapur@gmail.com,2652700,K.S.Patil,2652700,Un-Aided,Non-Autonomous
"Shetkari Shikshan Mandal's Pad. Vasnatraodada Patil Institute of Technology, Budhgaon,(Diploma) Sangli",Pune,Rural,"PVPIT), Budhgaon, Tasgaon Rd., Tal : Miraj ",Sangli,www.pvpitsangli.edu.in,0045principal@msbte.com,2366500,Mr. Ashok Raghunath Kale,2366317,Un-Aided,Non-Autonomous
"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Pune,Rural,"R.S. No. 199, B/1-3, Gokul_Shirgaon,Tal: Karveer Kolhapur , 416234",Kolhapur,www.kitcoek.in,info@kitcoek.in,2636202,Dr. M. M. Mujumdar,7769001199,Un-Aided,Autonomous
"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Pune,Rural,"At & Post - Warananagar Taluka : Panhala Kolhapur , 416113",Kolhapur,www.tkietwarana.ac.in,principal@tkietwarana.ac.in,224012,Mr. D. S. Thombare,224012,Un-Aided,Non-Autonomous
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Pune,Urban,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Near Circuit House, Sadar Bazar, Camp-Satara",Satara,www.kbpcoes.edu.in,registrar@kbpcoes.edu.in,233005,Mr. Ganesh Kisan Suravase,230636,Un-Aided,Non-Autonomous
"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Urban,"Sr.No. 27, Pune -Satara Road,Dhankavdi, Pune ",Pune,www.pict.edu,principal@pict.edu,24371101,Mr. M. G. Kshatriya,24371101,Un-Aided,Non-Autonomous
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Pune,Urban,"Sector-29,Nigdi Pradhikaran, Akurdi, Pune",Pune,www.dypcoeakurdi.ac.in,principal@dypcoeakurdi.ac.in,27653058,Dr. N. S. Jain,27653054,Un-Aided,Non-Autonomous
"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Pune,Urban,"666, Upper Indira Nagar, Bibwewadi, Pune",Pune,www.vit.edu,registrar@vit.edu,24202221,Prof. Mukund M. Kulkarni,24283001,Un-Aided,Autonomous
"Pune Vidyarthi Griha's College of Engineering and Technology,  Pune",Pune,Urban,"44, Vidyanagari, Parvati, Shivdarshan Chowk, Near Muktangan English School, Pune",Pune,www.pvgcoet.ac.in,info@pvgcoet.ac.in,24211514,HADAP MEENA PRASAD,24228258,Un-Aided,Non-Autonomous
"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Pune,Rural,"Malegaon BK, Tal: Baramati Dist. Pune",Pune,www.engg.svpm.org.in,coembk.office@gmail.com,255113,Phalke Rajaram Babasaheb,255113,Un-Aided,Non-Autonomous
"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Pune,Urban,"Karvenagar, Pune",Pune,www.cumminscollege.org,administrator@cumminscollege.org,25311100,Smt. Revati Gore,25311000,Un-Aided,Autonomous
"Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Pune,Rural,"Gat no. 314/330, Shirol wadi road, Jaisingpur Dist. Kolhapur",Kolhapur,www.jjmcoe.ac.in,principal@jjmcoe.ac.in,221828,Shri S.B. Kolekar,221123,Un-Aided,Non-Autonomous
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Pune,Urban,"Kennedy Road, Near R.T.O., Pune",Pune,www.aissmscoe.com,contact@aissmscoe.com,26059562,Mr A B Bhonsle,26058587,Un-Aided,Non-Autonomous
"Modern Education Society's College of Engineering, Pune",Pune,Urban,"Wadia College Campus 19, Late Prin. V. K. Jog Path, Pune",Pune,www.mescoepune.org,principal@mescoepune.org,26169730,Mr S.S.Ingole,26163831,Un-Aided,Non-Autonomous
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Pune,Rural,At  Post : Ashta. Tal- Walwa Dist. Sangli ,Sangli,www.adcet.in,profrak@rediffmail.com,241115,Prof. S. B. Hivarekar,241107,Un-Aided,Autonomous
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Pune,Rural," Vidyanagari, Bhigwan Road, Baramati Dist. Pune ",Pune,www.vpkbiet.org,principal.vpkbiet@vidyapratishthan.com,239500,Mr. Satish H. Taware,239503,Un-Aided,Non-Autonomous
"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",Pune,Urban,"Katraj,Dhankawadi campus, Pune-Satara Road, Pune ",Pune,coewpune.bharatividyapeeth.edu,coewpune@bharatividyapeeth.edu,24371684,Mr. Sathe Ashok Tukaram,24371684,Un-Aided,Non-Autonomous
"Bharati Vidyapeeth's College of Engineering, Kolhapur",Pune,Rural,"Near Chitranagari, Kolhapur",Kolhapur,www.coekolhapur.bharatividyapeeth.edu,coekolhapur@bharatividyapeeth.edu,2639986,Mr. Kadam R. L.,2638894,Un-Aided,Non-Autonomous
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Pune,Urban,Survey No.2/3/4 Kondhwa (Bk.) Pune,Pune,www.viit.ac.in,director@viit.ac.in,26950201,Mr. Mahesh S. Kurulekar ,26950200,Un-Aided,Autonomous
"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Pune,Rural,"Gat No.137, Solapur-Manglwedha-Kolhapur Highway,Taluka: North Solapur, Belati  Solapur",Solapur,www.bmitsolapur.org,bmit@bmssp.org,2283822,Mr Anand Siddharam Uppin,2283842,Un-Aided,Non-Autonomous
"Gourishankar Educational & Charitable Trust's Satara College of Engineering & Management, Limb, Satara",Pune,Rural,"Survey No.989,/A-1,  & 990/ At. Posty. Limb Taluka & District : Satara",Satara,www.gourishankarengineering.org,scoem_sat@yahoo.com,268754,Nirmal Pawar,268754,Un-Aided,Non-Autonomous
"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Pune,Rural,"Post Khamla(Bha.), Vita, Gat No.421,Tal- Khanapur Dist . Sangli",Sangli,www.agiv.edu.in,aitrc@agiv.edu.in,229021,Mr. A. D. Chavan,229021,Un-Aided,Non-Autonomous
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Pune,Rural,"1284, Ubale Nagar, Wagholi, Taluka Haveli Dist. Pune ",Pune,www.dpcoe.com,dpcoepune@gmail.com,66059900,Pankaj P. Amrutkar,66059900,Un-Aided,Non-Autonomous
"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Pune,Urban,"18(2 A/2) Pratap Nagar , Bijapur Road, Solapur",Solapur,www.agpit.edu.in,contact@agpit.edu.in,2343099, G N Kulkarni,2342499,Un-Aided,Non-Autonomous
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Pune,Urban,"Vishnupuri Talegaon Station, Taluka Mavel, Dist. Pune",Pune,www.nmiet.edu.in,nmiettalegaon@gmail.com,231888,Vijay Shirke,231666,Un-Aided,Non-Autonomous
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Pune,Urban,"Gut No. 720/1 & 2, Pune Nagar Road, Wagholi, Tal. Hawali Dist. Pune",Pune,www.bsiotr.org,pricipalbsiotr@gmail.com,67335108,Mr. Anuse Pritam Mahadev ,67335108,Un-Aided,Non-Autonomous
"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Pune,Rural,"GAT No 329/1, Kille Macchindragad, 
Tal. Walwa Dist. Sangli",Sangli,www.sspmjcem.com,contact@sspmjcem.com,8605480504,Mr. Pramod Pawar,266407,Un-Aided,Non-Autonomous
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Pune,Rural,"Sanjeevan Knowladge City, Somwarpeth (Injole), Panhala, Tal. Panhala. Dist. Kolhapur",Kolhapur,www.seti.edu.in,office@seti.edu.in,2686601,Shri. B. V. Kumbhar,2686600,Un-Aided,Non-Autonomous
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Pune,Rural,"Gat No.525 & 473/A, Yadrav, Tal. Shirol, Dist: Kolhapur",Kolhapur,www.sitcoe.ac.in,contact@sitcoe.org.in,253016,Shinde D D,253001,Un-Aided,Non-Autonomous
"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",Pune,Urban,"S. No 209, At Post - Wadwadi, Tal - Khandala, Dist - Satara",Satara,www.abhinavengg.org,abhinavengineering@yahoo.com,286109,Mrs.Yadhav Sunita A.,286109,Un-Aided,Non-Autonomous
"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Pune,Rural,"Survey No. 25/27, Post Yevalewadi, Village Pisoli, Near Bopdev Ghat, Near Hotel Garwa, Tal. Haveli. Dist. Pune",Pune,www.kjei.edu.in,principalkjcoemr@gmail.com,65789009,SANDIP PRALHAD PANCHBHAI,26934417,Un-Aided,Non-Autonomous
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Pune,Urban,"72/2 B, Pratap Nagar, Soregaon-Dongaon Road, Solapur",Solapur,www.vvpengineering.org,vvpiet@rediffmail.com,6054555,Mr. M. B. Patil,6452555,Un-Aided,Non-Autonomous
"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Pune,Rural,"At Dumberwadi, Post Khamundi(Otur), Tal. Junnar Dist. Pune",Pune,www.spcoe.in,principalspoce09@gmail.com,239203,Benke Vishal Chandrakant,239202,Un-Aided,Non-Autonomous
"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Pune,Rural,"A/P Ambi, Talegaon, Maval, Dist.Pune",Pune,www.dyptc.com,ddypea@gmail.com,02114306,SHRI. Bhavanrao Gaikwad,306228,Un-Aided,Non-Autonomous
"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Pune,Rural,"S.No. 237, Dhangwadi, Tal. Bhor. Dist.  Pune ",Pune,www.rajgad.edu.in,scscoe@gmail.com,282556,Mr. Goraknath D. Jagtap,282556,Un-Aided,Non-Autonomous
"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Pune,Urban,"Sr. No. 50, Marunji, Tal-Mulshi, Nr. Rajiv Gandhi IT Park, Hinjewadi, Dist. Pune",Pune,www.alardinstitutes.com,info@alardinstitutes.com,66523700,Mr.B.B.Chavan,66523702,Un-Aided,Non-Autonomous
"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur
",Pune,Rural,"G. No. 125, 124, A/P Shelve, Tal. Pandharpur. Dist. Solapur",Solapur,www.karmayogiengg.com,kecmailbox@rediffmail.com,250310,WALAKE G.D.,250301,Un-Aided,Non-Autonomous
"Sinhgad Technical Education Society's Sinhgad Institute of Pharmaceutical Sciences , Lonavala",Pune,Rural,"S.No. 309/310, Kusgaon (Bk.), Off. Mumbai-Pune Expressway, Lonavala, Tal- Maval, Dist - Pune - 410401",Pune,www.sinhgad.edu,sips@sinhgad.edu,673322,Mr. Somnath B. Nalawade,673324,Un-Aided,Non-Autonomous
"Bharti Vidyaapeeth's Jawaharlal Nehru Institute of Technology, Pune",Pune,Urban,"Pune Satara Road,  Dhanakawadi, Katraj Pune , 411043",Pune,www.bvjniot.bharatividyapeeth.edu,bvjniot@bharatividyapeeth.edu,24372434,--,24379467,Un-Aided,Non-Autonomous
"Poona District Education Association's, Institute of Technology,Hadpsar,Pune",Pune,Urban,"A.M. COllege Campus, Mahadeo Nagar, Manjari Road, Hadapsar,Pune-411028",Pune,www.pdeaioth.in,iot@pdeapune.org,26990602,Rakhunde K N ,26992415,Un-Aided,Non-Autonomous
"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Pune,Urban,"Vishnupuri,Talegaon Dabhade(St.), Tal.Maval District. Pune ",Pune,www.ncerpune.com,ncerpune@gmail.com,228175,Mr.Samadhan Kumbhar,228175,Un-Aided,Non-Autonomous
"Bharati Vidyapeeth's Institute of Technology, Palus, Sangli",Pune,Rural,"Atpost:Palus,Tal:Palus, Dist:Sangli 416310",Sangli,www.iotpalus.bharatividyapeeth.edu,mmsdeshmukh@rediffmail.com,228008,Mr. Kulkarni H.R,228585,Un-Aided,Non-Autonomous
"Shri Jain Vidya Prasarak Mandal's Rasiklal M. Dhariwal Institute of Technology, Chinchwadgaon, Pune",Pune,Urban,"Shri Fattechand Marg Pune , 411033",Pune,www.rmdiot.com,rmdiot@gmail.com,98228894,Deshpande A A,27353516,Un-Aided,Non-Autonomous
"Sai Charitable Trust, Indira Institute Of Diploma Engineering(Poly), Sasure, Tal. Barshi",Pune,Rural,"Flat No. 67, At Post Sasure ( Bairag )Solapur_Barshi Highway, Barshi, Solapur 413402",Solapur,www.iidepoly.in,ssctiide@gmail.com,240700,Mr.Shinde D.B.,240700,Un-Aided,Non-Autonomous
"Vidyavardhini Charitable Trust's Abhaysinhraje Bhonsle Institute of Technology, Shahunagar- Shendra, Satara",Pune,Rural,"Gat No. 282, 290 & 291 Shendre Satara  415001",Satara,www.abitsatara.com,abitsatara@rediffmail.com,9822607137,MR. BHOSALE SOPAN SHIVAJI,9822607137,Un-Aided,Non-Autonomous
"Dinkarrao K. Shinde Smarak Trust, Dr. A.D. Shinde Institute Of Technology, Gadhinglaj",Pune,Rural,"At Post-Bhadgaon, Taluka Gadhinglaj, Dist. Kolhapur  416502",Kolhapur,www.adshindeit.org,principal_dads@rediffmail.com,250457,Mr. S. M. Mhaldar,250656,Un-Aided,Non-Autonomous
"Sharad Institute of Technology Polytechnic, Yadrav( Ichalkaranji)",Pune,Rural,"Jay-Sangli Naka, Yadrav-Ichalkaranji, Shirol, Kolhapur  416121",Kolhapur,www.sitpolytechnic.org,contact@sitpolytechnic.org,253053,Mr.Wasim Ibrahim Shaikh,253050,Un-Aided,Non-Autonomous
"Shriram Institute Of Engineering & Technology, (Poly), Paniv",Pune,Rural,"Paniv, Taluka Malshiras, Dist. Solapur 413113",Solapur,www.sietpaniv.org,sietpoly@gmail.com,274211,Mr Chougule Nayankumar Babanrao,274055,Un-Aided,Non-Autonomous
"Loknete Ma.Hanumantrao Patil Charitable Trust, Adarsh Institute of Technology (Poly), Khambale",Pune,Rural,"Gat No.421,At Post Khambale, Vita, Taluka Khanpur, Dist. Sangli  415311",Sangli,www.aitpolytechnic.org,aitp0991@rediffmail.com,9970832675,Mr.Shinde S.V,229191,Un-Aided,Non-Autonomous
"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Pune,Rural,"Gat No.716,Ghogaon,(Shivajinagar),Tal.Karad Satara , 415111",Satara,www.sietghogaon.org,ssietdegree@gmail.com,223096,Shri Patil Santosh Vishrant,257309,Un-Aided,Non-Autonomous
"Swami Vivekananda Pratisthan, Swami Vivekananda Institute Of Technology,Khed, Solapur",Pune,Rural,"Gat No.16/1,Solapur -Barshi Road,Khed,North  Solapur 413225",Solapur,www.svitsolapur.org,svp_sol@rediffmail.com,2911025,MR. SAMADHAN DAGADU WADANE,2911026,Un-Aided,Non-Autonomous
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Pune,Urban,"2130, E Ward, Kolhapur  416003",Kolhapur,www.bsiet.org,bsieat@gmail.com,2658613,Mr. Amit Aba Awad,2658610,Un-Aided,Non-Autonomous
"Vivekanad Institute of Technology Padmbhushan Vasantdada Patil College of Architecture, Pune",Pune,Rural,"Sr. No.274/2, 275/2,282, Aditya Nisarg, At Post Pirangut, Taluka Mulshi, District Pune",Pune,www.pvpcoapune.com,pvpcoapune@gmail.com,20291308,Santosh P.Patil,20291299,Un-Aided,Non-Autonomous
"Maharashtra State  Institute of Hotel Management & Catering Technology,Pune",Pune,Urban,"412-C,K.M.Munshi Road, Shivaji Nagar Pune  411016",Pune,www.msihmctrs.in,msihmcttpo@gmail.com,25676640,GADE RAHUL ARUN,25676640,Un-Aided,Non-Autonomous
"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Pune,Rural,"Gat. No-247,A/P-Panwalewadi Post Varye,Tal-Satara 415015",Satara,www.agce.sets.edu.in,agcenggsatara@gmail.com,200100,Kanase N.U.,200100,Un-Aided,Non-Autonomous
"Suryadatta Educational Foundation, Suryadatta Institute of Business Management and Technology, Pune",Pune,Rural,"Bldg No. 2, S.No.342, Patil Nagar, Bavdhan BK, Pune. 411030",Pune,www.sibmt.org,support@suryaydatta.edu.in,67901300,Mrs. Savita Matane,67901300,Un-Aided,Non-Autonomous
"College Of Engineering, Vairag Tal. Barshi",Pune,Rural,"At/p- Sasure- Vairag On Solapur Barshi State HighWay Tal-Barshi Solapur , 413402",Solapur,www.coevairag.org,collegeofengineeringvairag@gmali.com,240700,Shinde D.B.,240700,Un-Aided,Non-Autonomous
"Institute of Technical Education, Research and Management, Akurdi",Pune,Urban,"Sectro No.28, PCNTDA,  Akurdi, Pune  411044",Pune,www.pdeaitermakurdi.org,itermakurdi@gmail.com,27650276,Mrs Mohini V. kadam,27650788,Un-Aided,Non-Autonomous
"Shriram Institute Of Engineering And Technology Centre, Paniv",Pune,Urban,"At/P-Paniv, Tal-Malshiras, Dist-Solapur 413113",Solapur,www.sietc.org,principalsietc@gmail.com,274222,CHANDANSHIVE DATTATRAY GANGADHAR,274044,Un-Aided,Non-Autonomous
"D. Y. Patil Institute of Engineering and Technology, Ambi",Pune,Rural,"S.No. 124,126, At/Post Ambi, M.I.D.C. Road, Talegaon, Taluka-Maval, Dist Pune 410506",Pune,www.dyptc.com,ddypea@gmail.com,306229,SHRI. Bhavanrao GAIKWAD,306229,Un-Aided,Non-Autonomous
"Institute Of Knowledge-College Of Engineering, Pimpale - Jagtap",Pune,Rural,"Pimpale - Jagtap , Tal. Shirur , District - Pune.  412208",Pune,www.iokcoe.ac.in,principal.iok@gmail.com,673333,Mr.awargand Vinod B,673304,Un-Aided,Non-Autonomous
"I.S.B.& M. School of Technology, Nande Village",Pune,Rural,"Survey No.44/1, 44/1/2, Nande Village Taluka Mulshi , Pune  411042",Pune,www.isbmsot.org,isbm.engg@isbm.ac.in,25754618,Ankush H. Kusmude,25754676,Un-Aided,Non-Autonomous
"Universal College of Engineering & Research, Sasewadi",Pune,Rural,"Gat No. 430, Sasewadi, Pune",Pune,www.ucoer.edu.in,preranap.pune@gmail.com,220000,Pravin D Dhotre,021132,Un-Aided,Non-Autonomous
"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Pune,Rural,"Svy.NO.25&27,At pisoli,Post Yevalewadi,Tal-Haveli,Bopdeo Ghat,Pune  411048",Pune,www.kjsedu.com,estb.pcoemr@gmail.com,69739009,Anil B.Chorge,8446091199,Un-Aided,Non-Autonomous
"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Pune,Rural,"At Post Korti,Pandharpur - Karad road,  Tal-Pandharpur, Dist-Solapur",Solapur,www.spspm.org,principal@sknscoe.ac.in,250103,S. H. KARANDE,250146,Un-Aided,Non-Autonomous
"Ninaidevi Shikshan Prasarak Mandal,Shri. Shivajirao Deshmukh Institute of Technology, Shirala, Sangli ",Pune,Rural,"Red Batish Shirala, Sangli   415408",Sangli,www.ssdit.org,principal.ssdit@gmail.com,285555,Mr.R.B.Patil,285556,Un-Aided,Non-Autonomous
"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",Pune,Urban,"Dr. D.Y. Patil Knowledge City, Charholi (Bk.), via Lohegaon, Pune",Pune,www.dypic.in,mankar.vidyanand@dypic.in,67077922,Mankar Vidyanand,67077922,Un-Aided,Non-Autonomous
"Sinhgad Technical Education Society's S.K.N. Sinhgad School of Business Management, Ambegaon, Tal. Haveli Dist. Pune",Pune,Rural,"10/1, Ambegaon(Bu.), Tal- Haveli, Pune. 411041",Pune,www.sinhgad.edu,director_sknsbm@sinhgad.edu,24354036,Mr. Mahesh Shinde,24354036,Un-Aided,Non-Autonomous
"International Institute of Information Technology (I²IT), Pune.",Pune,Rural,"P-14, Rajiv Gandhi Infotech Park, Hinjawadi, Pune  411057",Pune,www.isquareit.edu.in,principal@isquareit.edu.in,22934013,Mr. Dinesh Joje,22933441,Un-Aided,Non-Autonomous
"JSPM Narhe Technical Campus, Pune.",Pune,Urban,"S.No.12/2/2, 14/9, Narhe, Pune 411041",Pune,jspmntc.edu.in,director.jspmntc@gmail.com,00,Mr. Nitin Jalindar Mukane,24608701,Un-Aided,Non-Autonomous
"Yashoda Technical Campus, Wadhe, Satara.",Pune,Rural,"S.No.242/1, At post Wadhe,Tal.& Dist. Satara.  415011",Satara,www.yes.edu.in,principalengg_ytc@yes.edu.in,271240,Mr. Kishor Rajendrakumar Shinde,271239,Un-Aided,Non-Autonomous
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Pune,Rural,"A/P Rajuri, Taluka-Junnar, Dist-Pune. 412411",Pune,www.sahyadrivalleycollege.com,sahyadrivalleycollege@gmail.com,75680000,Mr.P.Balaramudu,97675800,Un-Aided,Non-Autonomous
"Shree Ramchandra College of Engineering, Lonikand,Pune",Pune,Rural,"Gat No. 351 & 333/1 At post Lonikand, Taluka Haveli, Dist. Pune  412216",Pune,www.srespune.org,srcoepune@gmail.com,26659999,Mr. B. G. Chaudhari,26659999,Un-Aided,Non-Autonomous
Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara ,Pune,Rural,"Survey No.31(Part), Thakurki, Tal. Phaltan, Dist.Satara.  ",Satara,www.coephaltan.edu.in,coeprincipal@yahoo.co.in,220339,D. B. Gore,220339,Un-Aided,Non-Autonomous
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Pune,Rural,"Kamshet, Taluka Maval, Dist. Pune 410405",Pune,www.srttc.ac.in,principal@srttc.ac.in,264106,Prof. Girish N. Matre,264101,Un-Aided,Non-Autonomous
"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Pune,Rural,"Gat No.309, Kusgaon Budruk, Opp. Pune Mumbai Express Highway, Kusgaon, Lonavala, Pune.  410401",Pune,www.sinhgad.edu,principal.sknsits@sinhgad.edu,673225,Mr. Vijaykumar Kisan Gangthade,673391,Un-Aided,Non-Autonomous
"Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza, Pune",Pune,Rural,"49/1, Khopi, Nr. Khed-Shivapur Toll Plaza, Off Pune-Banglore Highway, Taluka-Bhor,Dist.Pune , 412205",Pune,www.flora.ac.in,flora.education@gmail.com,203061,Rahul Padalkar,203060,Un-Aided,Non-Autonomous
"NBN Sinhgad Technical Institutes Campus, Pune",Pune,Rural,"10/1, Ambegaon Budruk, Tal.Haveli, Dist.Pune. 411041",Pune,www.sinhgad.edu,nbnssoe@sinhgad.edu,24355041,MR SANTOSH D PATOLE,24355042,Un-Aided,Non-Autonomous
"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Pune,Rural,"G.No. 85, Talasande, Tal- Hatkangle, Kolhapur  416112",Kolhapur,www.dyptechnicalcampus.com,engg.dyptc@gmail.com,9545719599,Shri Bhagaje Prakash Mallappa,9545719599,Un-Aided,Non-Autonomous
"Bhagwant Institute of Technology, Barshi",Pune,Urban,"Gat No. 1242/2, Tadsoundane Road, Barshi. Solapur.413401",Solapur,www.bitbarshi.edu.in,bitbarshi6781@gmail.com,220031,Budruk P.V.,220070,Un-Aided,Non-Autonomous
"Sahakar Maharshee Shankarrao Mohite Patil Institute of Technology & Research, Akluj",Pune,Rural,"At Shankar Nagar, Akluj, Post Yashwant Nagar, Dist. Solapur",Solapur,www.smsmpitr.org,smpcht@gmail.com,223548,Ms. Magar Megha Abhaysingh,223548,Un-Aided,Non-Autonomous
